Province	Island	Site	Area Transect	ID Transect	Data	Depth (m)	Species Richnes (spp/tran)	Density (ind/m2)	Biomass (g/m2)
swa	noronha	conceicao	40	fno_conceicao_1101	jun_2007	8	10	3.25	116.51
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5184	jan_2016	14	8	4.33	83.75
swa	stpauls_rocks	enseada	40	spr_enseada_2734	apr_2012	9.6	8	4.72	809.88
tea	cverde	agua_ruim	40	cve_agua_ruim_3213	set_2009	3	11	9.07	90.77
tea	stome	diogo_vaz	40	sto_diogo_vaz_3072	feb_2006	10	8	13.72	43.06
tea	stome	diogo_vaz	40	sto_diogo_vaz_3101	feb_2006	3	12	1.07	40.05
tea	cverde	curral	40	cve_curral_3416	oct_2009	6	10	2.67	272.91
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5253	aug_2013	6	14	1.73	430.67
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5112	jan_2016	9	6	1.43	164.42
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3760	set_2009	6	11	6.08	186.08
swa	stpauls_rocks	enseada	40	spr_enseada_4876	apr_2012	25	8	12.15	602.02
tea	cverde	ponta_praia	40	cve_ponta_praia_3707	set_2009	9	15	11.3	346.7
tea	cverde	curral	40	cve_curral_3454	oct_2009	12	19	28.4	1642.48
swa	trindade	calheta	40	tri_calheta_304	jun_2009	25	13	6.78	224.04
tea	stome	diogo_vaz	40	sto_diogo_vaz_3099	feb_2006	5	8	0.55	9.4
tea	cverde	ponta_chica	40	cve_ponta_chica_3693	set_2009	8.6	21	6.5	946.58
tea	cverde	agua_ruim	40	cve_agua_ruim_3069	set_2009	5	17	2.23	124.46
swa	trindade	calheta	40	tri_calheta_343	jun_2009	22	6	0.95	242.86
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5146	jan_2016	7	10	10.12	266.7
tea	cverde	agua_ruim	40	cve_agua_ruim_2964	set_2009	18	16	13.1	501.21
tea	stome	santana	40	sto_santana_3124	feb_2006	12.5	9	4.05	17.24
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3743	set_2009	12	12	2.38	162.61
swa	trindade	lixo	40	tri_lixo_10019	jun_2009	8	13	2.35	941.16
tea	stome	diogo_vaz	40	sto_diogo_vaz_3089	feb_2006	18	10	6.12	287.97
swa	trindade	lixo	40	tri_lixo_10010	jun_2009	7	14	2.2	299.53
tea	stome	santana	40	sto_santana_3144	feb_2006	5	10	2.38	98.4
swa	trindade	cabritas	40	tri_cabritas_213	jun_2009	6	15	4.83	602.54
swa	stpauls_rocks	enseada	40	spr_enseada_2745	apr_2012	25	8	6	746.46
swa	trindade	calheta	40	tri_calheta_305	jun_2009	25	11	5.08	321.54
tea	cverde	agua_ruim	40	cve_agua_ruim_3174	set_2009	4.8	13	1.57	26.01
swa	stpauls_rocks	enseada	40	spr_enseada_2761	apr_2012	40	7	6.88	135.81
swa	trindade	tunel	40	tri_tunel_335	jun_2009	21	13	1.73	454.25
tea	cverde	sping_norte	40	cve_sping_norte_2376	set_2009	7	12	5.65	331.28
swa	noronha	laje	40	fno_laje_1105	jun_2007	18	16	1.45	246.51
tea	principe	praia_da_lapa	40	prin_praia_da_lapa_5140	jan_2016	7	17	8.03	83.47
tea	stome	santana	40	sto_santana_3145	feb_2006	5	10	15.97	304.72
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2927	apr_2012	18	10	5.62	47.34
tea	cverde	agua_ruim	40	cve_agua_ruim_3025	set_2009	8	14	25.75	691.17
tea	cverde	curral	40	cve_curral_3383	oct_2009	11.4	15	17.23	393.44
tea	stome	diogo_vaz	40	sto_diogo_vaz_3070	feb_2006	21	11	13.5	43.22
tea	stome	diogo_vaz	40	sto_diogo_vaz_3093	feb_2006	5	13	3.95	126.3
tea	stome	diogo_vaz	40	sto_diogo_vaz_3092	feb_2006	6	12	4.8	312.44
tea	stome	diogo_vaz	40	sto_diogo_vaz_3096	feb_2006	10	13	3.17	33.03
tea	stome	diogo_vaz	40	sto_diogo_vaz_3090	feb_2006	12	11	10.85	134.29
tea	stome	diogo_vaz	40	sto_diogo_vaz_3095	feb_2006	14	10	4.22	99.03
tea	stome	diogo_vaz	40	sto_diogo_vaz_3103	feb_2006	3	12	6.33	69.85
tea	stome	diogo_vaz	40	sto_diogo_vaz_3104	feb_2006	13	10	4.88	136.06
tea	stome	diogo_vaz	40	sto_diogo_vaz_3111	feb_2006	6	14	2.15	103.88
tea	stome	diogo_vaz	40	sto_diogo_vaz_3094	feb_2006	14	8	2.05	84.82
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5129	jan_2016	7	16	1.68	264.38
swa	trindade	eme	40	tri_eme_289	jun_2009	5	12	3.65	407.36
swa	trindade	lixo	40	tri_lixo_10018	jun_2009	6	15	2.83	996.68
swa	trindade	tunel	40	tri_tunel_112	jun_2009	10	10	2.52	209.02
swa	trindade	farol	40	tri_farol_162	jun_2009	12	13	1.68	198.35
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9972	aug_2013	9.1	12	2.45	748.51
swa	trindade	lixo	40	tri_lixo_10008	jun_2009	7	11	2.25	501
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9986	aug_2013	10	9	1.43	438
swa	trindade	lixo	40	tri_lixo_230	jun_2009	10	11	1.62	190.87
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5254	aug_2013	6	15	2.08	598.7
swa	trindade	lixo	40	tri_lixo_218	jun_2009	20	9	0.7	106.69
swa	trindade	tunel	40	tri_tunel_114	jun_2009	10	10	2.65	586.03
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_348	feb_2012	10	6	4.73	72.24
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_4863	feb_2012	10	6	3.75	98.98
swa	rocas	ancoras	40	roc_ancoras_14686	feb_2012	3	10	9.78	201.28
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_3876	feb_2012	8	6	8.12	75.96
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2915	apr_2012	18	5	2.2	1283.35
swa	noronha	raquel	40	fno_raquel_1120	jun_2007	1.5	11	2.08	256.15
swa	stpauls_rocks	enseada	40	spr_enseada_4872	apr_2012	7.8	9	4.85	474.88
swa	stpauls_rocks	enseada	40	spr_enseada_2750	apr_2012	25	8	12.47	154.06
swa	stpauls_rocks	enseada	40	spr_enseada_2728	apr_2012	7.8	10	7.8	524.44
swa	stpauls_rocks	enseada	40	spr_enseada_4875	apr_2012	6	10	3.45	316.21
swa	rocas	ancoras	40	roc_ancoras_3620	feb_2012	3.5	12	7.6	210.1
swa	noronha	sancho	40	fno_sancho_1137	jun_2007	1.5	10	2.02	67.26
swa	noronha	sueste	40	fno_sueste_1143	jun_2007	1.5	8	1.07	38.55
swa	noronha	conceicao	40	fno_conceicao_1088	jun_2007	2	10	1.2	67.48
swa	rocas	laguna	40	roc_laguna_4818	feb_2012	1	11	3.62	190.51
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_3664	feb_2012	1	10	3.35	200.22
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2919	apr_2012	22	5	1.97	1037.41
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2921	apr_2012	22	6	1.12	328.02
swa	noronha	sueste	40	fno_sueste_1147	jun_2007	1.5	8	1.18	253.67
swa	rocas	salao	40	roc_salao_4084	feb_2012	9	8	6.92	79.91
swa	rocas	zulu	40	roc_zulu_3885	feb_2012	1	16	7.3	502.06
swa	rocas	laguna	40	roc_laguna_4264	feb_2012	2	7	7.5	130.7
swa	rocas	ancoras	40	roc_ancoras_3831	feb_2012	3	10	7.3	61.07
swa	noronha	conceicao	40	fno_conceicao_1096	jun_2007	2	9	1.68	636.02
swa	noronha	sueste	40	fno_sueste_1146	jun_2007	1.5	6	0.92	144.01
swa	noronha	canal	40	fno_canal_1071	jun_2007	7	12	5.85	98.14
swa	noronha	raquel	40	fno_raquel_1122	jun_2007	1.5	12	1.5	105.12
swa	rocas	salao	40	roc_salao_3671	feb_2012	10	6	3.12	113
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_979	feb_2012	10	5	3.5	590.89
swa	rocas	ancoras	40	roc_ancoras_960	feb_2012	3	12	5.42	409.3
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2923	apr_2012	15	11	8.78	400.72
swa	noronha	conceicao	40	fno_conceicao_1091	jun_2007	3	12	3.92	545.41
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2913	apr_2012	18	3	1.6	790.41
swa	stpauls_rocks	enseada	40	spr_enseada_2739	apr_2012	24	11	7.4	208.74
swa	noronha	conceicao	40	fno_conceicao_1089	jun_2007	1.5	11	3.25	128.22
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_1241	feb_2012	1	12	6.47	445.43
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1063	jun_2007	19	10	0.72	83.39
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_2725	feb_2012	1	9	3.35	234.43
swa	rocas	ancoras	40	roc_ancoras_2681	feb_2012	3	13	5.65	280.3
swa	noronha	raquel	40	fno_raquel_1114	jun_2007	1	12	1.97	69.92
swa	stpauls_rocks	enseada	40	spr_enseada_2731	apr_2012	7.8	7	4.45	479.03
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_4476	feb_2012	9.5	7	1.98	41.28
swa	stpauls_rocks	boia	40	spr_boia_2711	apr_2012	33	10	9.95	698.6
swa	rocas	laguna	40	roc_laguna_144	feb_2012	1	6	2.17	270.5
swa	noronha	porto	40	fno_porto_1084	jun_2007	2	12	2.5	76.05
swa	noronha	raquel	40	fno_raquel_1117	jun_2007	1	9	0.57	26.68
swa	rocas	laguna	40	roc_laguna_4637	feb_2012	1	12	6.88	232.38
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_308	feb_2012	9	7	6.65	141.58
swa	noronha	raquel	40	fno_raquel_1116	jun_2007	1	12	2.38	317.51
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_4880	apr_2012	22	4	0.8	162.37
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_1299	feb_2012	8	8	7.22	36.72
swa	noronha	conceicao	40	fno_conceicao_1095	jun_2007	2	11	1.73	89.8
swa	rocas	laguna	40	roc_laguna_1276	feb_2012	1.5	7	5.55	127.48
swa	noronha	sancho	40	fno_sancho_1140	jun_2007	1.5	13	2.8	299.25
swa	stpauls_rocks	enseada	40	spr_enseada_4871	apr_2012	7.8	8	5.67	650.57
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_431	feb_2012	10	10	6.2	313.95
swa	rocas	tartarugas	40	roc_tartarugas_848	feb_2012	1.5	10	1.82	317.33
swa	noronha	conceicao	40	fno_conceicao_1102	jun_2007	8	11	2.2	29.34
swa	rocas	tartarugas	40	roc_tartarugas_4292	feb_2012	2	9	12.33	92.94
swa	noronha	sueste	40	fno_sueste_1142	jun_2007	1.5	5	0.52	51.35
swa	rocas	ancoras	40	roc_ancoras_326	feb_2012	3	13	13.95	419.95
swa	noronha	sueste	40	fno_sueste_1144	jun_2007	1.5	7	0.45	94.55
swa	noronha	sueste	40	fno_sueste_1141	jun_2007	1.5	7	0.88	367.84
swa	stpauls_rocks	enseada	40	spr_enseada_2759	apr_2012	40	5	4.62	322.48
swa	rocas	cemiterio	40	roc_cemiterio_2070	feb_2012	1	9	3.15	104.02
swa	rocas	laguna	40	roc_laguna_698	feb_2012	2.5	11	4.1	113.72
swa	rocas	ancoras	40	roc_ancoras_409	feb_2012	1.5	10	6.95	421.02
swa	noronha	conceicao	40	fno_conceicao_1094	jun_2007	1	14	1.73	192.89
swa	rocas	ancoras	40	roc_ancoras_14684	feb_2012	3	10	11.65	569.29
swa	rocas	ancoras	40	roc_ancoras_279	feb_2012	3	11	5.33	526.87
swa	rocas	tartarugas	40	roc_tartarugas_1247	feb_2012	1.5	11	10.1	240.81
tea	stome	diogo_vaz	40	sto_diogo_vaz_3088	feb_2006	20	6	2.92	4.41
tea	stome	diogo_vaz	40	sto_diogo_vaz_3087	feb_2006	20	5	2.4	3.97
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5119	jan_2016	10	11	14.15	632.24
tea	stome	rolas_braga	40	sto_rolas_braga_3046	feb_2006	20	12	1.43	16.52
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5117	jan_2016	9	9	6.45	144.06
tea	stome	diogo_vaz	40	sto_diogo_vaz_3113	feb_2006	7	17	1.9	209.25
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5116	jan_2016	9	9	5.22	712.78
tea	stome	rolas_hirundino	40	sto_rolas_hirundino_3053	feb_2006	9.5	9	7.3	15.58
tea	stome	santana	40	sto_santana_3122	feb_2006	21	14	4.05	76
swa	trindade	calheta	40	tri_calheta_323	jun_2009	7	9	3.9	145.54
tea	stome	sete_pedras_2	40	sto_sete_pedras_2_3168	feb_2006	8	15	11.35	478.26
tea	stome	santana	40	sto_santana_3135	feb_2006	5	8	1.43	17.9
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5099	jan_2016	11	12	2	106.59
tea	stome	rolas_hirundino	40	sto_rolas_hirundino_3054	feb_2006	12	10	3.17	133.52
tea	stome	diogo_vaz	40	sto_diogo_vaz_3100	feb_2006	4	13	3.27	88.25
tea	stome	santana	40	sto_santana_3128	feb_2006	9	10	3.52	33
tea	principe	ilheu_bombom	40	prin_ilheu_bombom_5164	jan_2016	10	12	3.98	51.5
swa	trindade	tunel	40	tri_tunel_336	jun_2009	21	10	1.07	222.07
tea	stome	santana	40	sto_santana_3125	feb_2006	10	13	6.4	63.4
tea	stome	diogo_vaz	40	sto_diogo_vaz_3114	feb_2006	7	12	2.42	92.16
tea	cverde	agua_ruim	40	cve_agua_ruim_3130	set_2009	5	9	3.23	65.06
tea	cverde	ponta_branca	40	cve_ponta_branca_3600	oct_2009	5.5	9	2.83	337.93
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5265	aug_2013	10	13	3.1	649.14
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9998	aug_2013	8.6	15	2.08	868.48
tea	cverde	agua_doce	40	cve_agua_doce_2579	set_2009	9.7	12	7.03	296.65
tea	cverde	agua_ruim	40	cve_agua_ruim_3080	set_2009	5	16	10.78	404.95
tea	cverde	ponta_praia	40	cve_ponta_praia_3715	set_2009	18	16	11.88	531.85
tea	cverde	ponta_chica	40	cve_ponta_chica_3679	set_2009	8	13	2.83	125.53
swa	noronha	sancho	40	fno_sancho_1134	jun_2007	2	15	7.35	592.22
tea	stome	diogo_vaz	40	sto_diogo_vaz_3106	feb_2006	8	17	6.47	158.79
tea	cverde	agua_doce	40	cve_agua_doce_2645	set_2009	6	15	0.9	126.19
tea	cverde	curral	40	cve_curral_3394	oct_2009	6	12	1.05	203.08
tea	cverde	ponta_chica	40	cve_ponta_chica_3694	set_2009	9.3	13	13.88	83.25
tea	cverde	agua_doce	40	cve_agua_doce_2747	set_2009	10	14	4.28	140.73
swa	rocas	poita_do_zeca	40	roc_poita_do_zeca_1563	feb_2012	10	7	2.88	534
swa	trindade	calheta	40	tri_calheta_340	jun_2009	22	6	0.52	275.95
tea	cverde	sping_norte	40	cve_sping_norte_2505	set_2009	17	20	3.52	173.64
tea	cverde	ponta_praia	40	cve_ponta_praia_3710	set_2009	10.4	11	5.35	73
swa	trindade	tunel	40	tri_tunel_105	jun_2009	20	13	3.5	455.45
swa	trindade	calheta	40	tri_calheta_297	jun_2009	3	12	2.8	319.88
swa	noronha	porto	40	fno_porto_1085	jun_2007	2	6	2.15	234.86
swa	noronha	porto	40	fno_porto_1083	jun_2007	1	6	0.68	7.36
swa	trindade	calheta	40	tri_calheta_321	jun_2009	7	9	3.58	155.47
swa	trindade	eme	40	tri_eme_290	jun_2009	6	13	3.15	396.82
swa	noronha	conceicao	40	fno_conceicao_1090	jun_2007	1	9	2.58	32.74
swa	trindade	cabritas	40	tri_cabritas_210	jun_2009	12	10	1.75	344.19
swa	trindade	ponta_norte	40	tri_ponta_norte_131	jun_2009	5	10	4.15	934.34
swa	trindade	farol	40	tri_farol_255	jun_2009	3	12	2.75	349.97
swa	trindade	ponta_norte	40	tri_ponta_norte_202	jun_2009	5	11	2.05	403.26
swa	trindade	lixo	40	tri_lixo_224	jun_2009	7	14	1.4	214.25
swa	trindade	orelhas	40	tri_orelhas_138	jun_2009	8	11	1.25	213.62
swa	trindade	calheta	40	tri_calheta_298	jun_2009	5	10	5.33	286.93
swa	trindade	calheta	40	tri_calheta_324	jun_2009	3	13	4.28	252.31
swa	trindade	eme	40	tri_eme_256	jun_2009	20	8	1.23	319.28
swa	noronha	raquel	40	fno_raquel_1121	jun_2007	1.5	7	0.35	51.49
swa	trindade	calheta	40	tri_calheta_311	jun_2009	21	9	4.55	115.1
swa	trindade	ponta_norte	40	tri_ponta_norte_195	jun_2009	12	10	1.88	111.78
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1059	jun_2007	11	14	3.95	237.95
swa	trindade	cabritas	40	tri_cabritas_207	jun_2009	12	11	1.82	145.92
swa	noronha	porto	40	fno_porto_1086	jun_2007	2	8	4.55	177.1
swa	trindade	farol	40	tri_farol_253	jun_2009	5	18	3.6	1033.61
swa	trindade	parcel	40	tri_parcel_278	jun_2009	7	11	1.8	457.21
swa	trindade	orelhas	40	tri_orelhas_137	jun_2009	8	11	1.72	278.08
swa	trindade	racha	40	tri_racha_243	jun_2009	30	11	1.05	1004.12
swa	trindade	racha	40	tri_racha_93	jun_2009	31	14	1.77	505.36
tea	cverde	curral	40	cve_curral_3405	oct_2009	6	14	3.6	299.77
tea	stome	santana	40	sto_santana_3140	feb_2006	10	11	20.65	335.29
tea	cverde	ponta_praia	40	cve_ponta_praia_3716	set_2009	18	11	14.35	373.06
tea	cverde	sping_norte	40	cve_sping_norte_2538	set_2009	13	16	3.52	92.27
tea	cverde	ponta_branca	40	cve_ponta_branca_3603	oct_2009	5.3	18	11.35	157.62
tea	cverde	sping_norte	40	cve_sping_norte_2527	set_2009	13	14	3.33	148.69
tea	cverde	agua_doce	40	cve_agua_doce_2846	set_2009	10	16	7.15	206.74
tea	cverde	ponta_branca	40	cve_ponta_branca_3678	oct_2009	8	12	2.65	115.47
swa	rocas	piscina_das_rocas	40	roc_piscina_das_rocas_705	feb_2012	1.5	11	8.78	636.88
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3558	set_2009	10	10	2.48	51.73
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3729	set_2009	12	9	0.55	36.74
tea	cverde	agua_ruim	40	cve_agua_ruim_2942	set_2009	22	9	7.33	239.43
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3742	set_2009	12	9	3.9	94.5
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3727	set_2009	15	8	0.65	112.91
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5113	jan_2016	8	7	1.07	23.74
tea	cverde	ponta_chica	40	cve_ponta_chica_3692	set_2009	9	22	7.03	84.73
tea	cverde	agua_doce	40	cve_agua_doce_2634	set_2009	6	12	3.23	111.96
tea	cverde	agua_ruim	40	cve_agua_ruim_2909	set_2009	20	8	9.47	123.35
tea	cverde	ponta_praia	40	cve_ponta_praia_3723	set_2009	18	16	16.7	311.55
tea	cverde	ponta_chica	40	cve_ponta_chica_3685	set_2009	7.7	13	5.5	540.61
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5133	jan_2016	8	10	6.92	123.58
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5161	jan_2016	8	8	1.57	159.02
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3731	set_2009	10	5	3.62	288.01
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3756	set_2009	10	9	7.7	129.76
tea	stome	santana	40	sto_santana_3123	feb_2006	28	9	0.45	35.53
tea	cverde	agua_doce	40	cve_agua_doce_2758	set_2009	10	16	3.35	76.33
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3520	set_2009	4	15	2.4	274.97
tea	cverde	sping_norte	40	cve_sping_norte_2461	set_2009	8	10	2.55	185.52
tea	cverde	ponta_branca	40	cve_ponta_branca_3591	oct_2009	7	12	2.4	16.6
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3759	set_2009	10	11	26.52	393.26
tea	cverde	sping_norte	40	cve_sping_norte_2472	set_2009	8	13	6.58	86.94
tea	cverde	agua_ruim	40	cve_agua_ruim_3108	set_2009	5	16	26.75	786.22
tea	stome	santana	40	sto_santana_3133	feb_2006	25	11	4.78	66.39
tea	cverde	sping_norte	40	cve_sping_norte_2450	set_2009	7.7	13	8.95	340.5
tea	cverde	ponta_praia	40	cve_ponta_praia_3725	set_2009	18	15	9.3	166.52
tea	cverde	agua_ruim	40	cve_agua_ruim_2931	set_2009	20	9	8.05	244.58
tea	stome	rolas_hirundino	40	sto_rolas_hirundino_3060	feb_2006	13	11	3.73	54.65
tea	cverde	sping_norte	40	cve_sping_norte_2568	set_2009	12	11	2.3	121.09
tep_north	revillagigedo_roca_partida	roca_partida	50	rrp_roca_partida_1186	feb_2006	15	12	1.82	208.72
tep_north	revillagigedo_san_benedicto	el_canyon	50	rsb_el_canyon_1157	feb_2006	25	16	8.5	179.12
tep_north	revillagigedo_socorro	punta_norte	50	rso_punta_norte_1162	feb_2006	20	8	1.08	92.12
tep_north	revillagigedo_san_benedicto	the_boiler_s	50	rsb_the_boiler_s_1152	feb_2006	25	12	2.38	282.2
tep_north	revillagigedo_san_benedicto	the_boiler_s	50	rsb_the_boiler_s_1153	feb_2006	25	15	2.88	226.63
tep_north	revillagigedo_clarion	roca_monumento_s	50	rcl_roca_monumento_s_1179	feb_2006	10	12	4.06	149.46
tep_north	revillagigedo_clarion	roca_el_cuervo	50	rcl_roca_el_cuervo_1167	feb_2006	20	12	4.84	173.78
tep_north	revillagigedo_socorro	roca_oneil	50	rso_roca_oneil_1178	feb_2006	20	8	2.12	89.15
tep_north	revillagigedo_clarion	roca_monumento_s	50	rcl_roca_monumento_s_1180	feb_2006	20	13	4.62	235.72
tep_north	revillagigedo_roca_partida	roca_partida	50	rrp_roca_partida_1185	feb_2006	15	25	7.98	887.98
tep_north	revillagigedo_san_benedicto	the_boiler_s	50	rsb_the_boiler_s_1150	feb_2006	20	11	2.04	112.36
tep_north	revillagigedo_socorro	cabo_pierce	50	rso_cabo_pierce_1156	feb_2006	20	11	1.26	237.12
tep_north	revillagigedo_clarion	roca_el_cuervo	50	rcl_roca_el_cuervo_1169	feb_2006	25	7	1.98	57.47
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_8979	feb_2006	24	14	0.9	139.54
tep_north	revillagigedo_san_benedicto	the_boiler_s	50	rsb_the_boiler_s_1151	feb_2006	20	13	2.56	292.58
tep_north	revillagigedo_clarion	roca_el_cuervo	50	rcl_roca_el_cuervo_1170	feb_2006	10	9	2.36	166.99
tep_north	revillagigedo_socorro	punta_norte	50	rso_punta_norte_1163	feb_2006	20	9	1.16	99.54
tep_north	revillagigedo_socorro	cabo_pierce	50	rso_cabo_pierce_1154	feb_2006	15	11	0.82	141.69
tep_north	revillagigedo_clarion	roca_monumento_s	50	rcl_roca_monumento_s_1184	feb_2006	25	8	0.94	94.54
tep_north	revillagigedo_san_benedicto	el_canyon	50	rsb_el_canyon_1161	feb_2006	20	13	5.88	274.64
tep_north	revillagigedo_socorro	roca_oneil	50	rso_roca_oneil_1176	feb_2006	20	11	2.28	143.85
tep_north	revillagigedo_clarion	roca_el_cuervo	50	rcl_roca_el_cuervo_1166	feb_2006	20	9	2.24	93.82
tep_north	revillagigedo_san_benedicto	the_boiler_s	50	rsb_the_boiler_s_1148	feb_2006	15	10	4.42	342.19
tep_north	revillagigedo_socorro	pedro_s1	50	rso_pedro_s1_1171	feb_2006	10	10	2.74	109.89
tep_north	revillagigedo_clarion	roca_monumento_s	50	rcl_roca_monumento_s_1182	feb_2006	20	8	1.54	76.4
tep_north	revillagigedo_socorro	roca_oneil	50	rso_roca_oneil_1177	feb_2006	20	9	3.52	135.06
tep_north	revillagigedo_san_benedicto	el_canyon	50	rsb_el_canyon_1160	feb_2006	25	14	3.72	157.77
tep_north	revillagigedo_san_benedicto	el_canyon	50	rsb_el_canyon_1159	feb_2006	25	13	5.28	257.85
tep_north	revillagigedo_roca_partida	roca_partida	50	rrp_roca_partida_1189	feb_2006	25	20	4.96	853.11
tep_north	revillagigedo_roca_partida	roca_partida	50	rrp_roca_partida_1188	feb_2006	20	16	3.62	575.81
tep_north	revillagigedo_clarion	roca_monumento_s	50	rcl_roca_monumento_s_1181	feb_2006	10	12	3.22	154.62
tep_north	revillagigedo_roca_partida	roca_partida	50	rrp_roca_partida_1187	feb_2006	20	19	8.56	1882.38
tep_north	revillagigedo_roca_partida	roca_partida	50	rrp_roca_partida_1190	feb_2006	25	11	2.68	357.2
tep_north	revillagigedo_clarion	roca_monumento_s	50	rcl_roca_monumento_s_1183	feb_2006	20	9	1.12	95.23
tep_north	revillagigedo_clarion	roca_el_cuervo	50	rcl_roca_el_cuervo_1168	feb_2006	15	16	4.88	304.1
tep_north	revillagigedo_socorro	punta_norte	50	rso_punta_norte_1164	feb_2006	20	7	1.76	103.71
tep_north	revillagigedo_san_benedicto	the_boiler_s	50	rsb_the_boiler_s_1149	feb_2006	15	13	3.6	219.39
tep_north	clipperton	sitio3	50	cli_sitio3_24	mar_2012	20	16	1.32	700.11
tep_north	clipperton	sitio1	50	cli_sitio1_4	mar_2012	12	19	1.86	1216.52
tep_north	clipperton	sitio2	50	cli_sitio2_17	mar_2012	20	20	2.26	1266.96
tep_north	clipperton	sitio2	50	cli_sitio2_15	mar_2012	12	16	1.66	612.14
tep_north	clipperton	sitio2	50	cli_sitio2_16	mar_2012	20	11	1.46	205.91
tep_north	clipperton	sitio1	50	cli_sitio1_7	mar_2012	20	16	1.78	234.1
tep_north	clipperton	sitio1	50	cli_sitio1_9	mar_2012	20	15	0.76	1166.81
tep_north	clipperton	sitio3	50	cli_sitio3_23	mar_2012	20	19	2.8	176.1
tep_north	clipperton	sitio3	50	cli_sitio3_25	mar_2012	20	12	2.18	112.68
tep_north	clipperton	sitio2	50	cli_sitio2_18	mar_2012	20	14	0.46	102.37
tep_north	clipperton	sitio3	50	cli_sitio3_21	mar_2012	12	12	1	1107.42
swa	noronha	sancho	40	fno_sancho_1130	jun_2007	2	13	2.12	349.66
swa	rocas	tartarugas	40	roc_tartarugas_354	feb_2012	3	9	11.42	215.62
swa	noronha	canal	40	fno_canal_1076	jun_2007	3	10	0.78	133.5
swa	rocas	barretinha	40	roc_barretinha_1257	feb_2012	3	7	8.3	1105.61
tea	cverde	pqp	40	cve_pqp_2235	set_2009	9	12	3.7	94.14
tea	stome	santana	40	sto_santana_3127	feb_2006	10	13	2.6	42.79
swa	stpauls_rocks	sp_fora	40	spr_sp_fora_2914	apr_2012	18	5	4.25	578.76
swa	rocas	tartarugas	40	roc_tartarugas_4482	feb_2012	3	11	6.08	452.1
swa	noronha	conceicao	40	fno_conceicao_1100	jun_2007	7	9	1.85	17.77
swa	trindade	orelhas	40	tri_orelhas_140	jun_2009	10	11	2.9	533.68
swa	trindade	eme	40	tri_eme_266	jun_2009	3	10	1.12	217.96
tea	stome	rolas_braga	40	sto_rolas_braga_3045	feb_2006	20	12	1.9	8.26
swa	rocas	podes_crer	40	roc_podes_crer_4078	feb_2012	2	8	5.97	51.64
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5259	aug_2013	10	15	3.1	984.63
